instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Hautbois,lip_glissando,glissando,36,829.0,1518.1,2078.0,2627.1,3445.3,4263.6,-33.61,-17.59,-27.86,-35.06,-33.36,-34.38,940.6,313.4,732.1,1173.6,1469.3,509.7,1055.1,1571.9,2056.7,644.5,1485.8,2390.2,2712.0,835.5,3498.5,953.4,4277.8,954.1,0.2,0.0,0.5,37.908,0.007
Hautbois,multiphonics,multiphonic,77,1012.1,1485.8,1981.1,2444.0,3111.5,3940.6,-15.30,-8.13,-13.85,-16.89,-20.25,-16.35,1010.8,271.2,753.7,1119.7,1479.4,298.1,1356.6,1604.2,1976.3,426.2,1733.4,2121.0,2508.1,566.9,3137.7,709.3,3863.1,701.7,0.243,0.0,0.0,28.18,0.005
Hautbois,note_lasting,other,34,839.8,1388.9,1927.2,2411.7,3326.9,4618.9,-31.66,-23.23,-28.58,-27.12,-31.55,-33.71,848.0,325.2,581.4,1109.0,1410.1,460.9,1055.1,1668.8,1914.9,553.1,1485.8,2217.9,2512.7,724.2,3188.9,928.0,4119.6,1281.4,0.2,0.0,0.0,30.88,0.008
Hautbois,ordinario,ordinario,107,742.9,1259.7,1679.6,2304.1,2810.1,3725.2,-34.50,-26.75,-25.69,-30.34,-33.03,-34.56,751.9,345.6,495.3,990.5,1265.7,399.6,1001.3,1518.1,1788.4,601.9,1388.9,2131.8,2396.2,846.7,2951.6,936.8,3767.9,1163.8,0.2,0.0,0.0,40.058,0.008
Hautbois,ordinario_quartertones,ordinario,102,764.4,1292.0,1755.0,2271.8,2853.1,3983.6,-33.82,-27.86,-28.45,-28.88,-32.53,-33.15,756.3,349.3,463.0,990.5,1312.6,452.0,990.5,1582.7,1867.5,621.7,1442.7,2185.6,2434.6,852.3,3084.9,1016.0,3838.7,1145.8,0.2,0.0,0.0,34.026,0.007
Hautbois,sforzato,other,66,775.2,1270.5,1668.8,2196.4,2982.3,3951.3,-34.34,-23.45,-24.41,-27.82,-30.89,-32.99,789.4,325.7,559.9,990.5,1271.1,329.1,1044.4,1485.8,1752.3,500.4,1388.9,2078.0,2331.6,768.6,3092.0,1055.0,3826.8,1211.3,0.2,0.0,0.0,31.683,0.01
Hautbois,staccato,staccato,33,786.0,1248.9,1636.5,2067.2,3068.5,3768.3,-31.86,-21.81,-22.08,-27.40,-29.78,-32.03,829.4,281.8,624.5,1044.4,1402.9,510.2,1098.2,1561.2,1977.8,850.3,1464.3,2088.7,2488.4,923.0,3242.7,1118.5,3962.9,1239.6,0.227,0.0,0.5,26.952,0.011
Hautbois,trill_major_second_up,trill,33,667.5,1227.4,1733.4,2217.9,2777.8,3122.3,-18.32,-5.35,-4.49,-10.84,-18.83,-15.41,753.3,359.5,463.0,979.8,1333.4,573.7,872.1,1668.8,1896.9,815.6,1259.7,2336.4,2356.5,931.1,2814.7,1117.9,3109.7,1164.5,0.2,0.0,0.0,35.18,0.005
Hautbois,trill_minor_second_up,trill,34,753.7,1345.8,1884.2,2185.6,2530.2,3025.4,-21.10,-6.75,-12.22,-13.80,-16.35,-16.65,842.6,380.6,538.3,1130.5,1527.9,702.4,958.2,1787.3,2259.7,1158.5,1356.6,2767.0,2678.4,1236.8,2858.5,1130.4,3079.2,887.2,0.2,0.0,0.0,34.489,0.007
Hautbois,vibrato,vibrato,35,829.0,1313.5,1744.2,2239.5,3477.6,4392.8,-32.39,-23.13,-24.87,-28.05,-33.80,-32.90,826.6,386.5,495.3,1098.2,1325.2,450.6,1001.3,1647.3,1859.9,640.2,1356.6,2336.4,2459.7,882.2,3096.2,1042.6,4044.0,1216.2,0.2,0.0,0.0,36.632,0.008
Hautbois+sourdine,ordinario,ordinario,36,710.6,1281.2,1658.1,2002.6,2487.1,3520.7,-31.51,-23.88,-25.67,-30.80,-29.79,-33.13,721.4,351.1,419.9,1033.6,1189.1,410.3,818.3,1496.6,1805.2,688.5,1302.8,2239.5,2270.8,805.5,2843.7,943.5,3580.9,1239.8,0.2,0.0,0.0,47.164,0.007
Saxophone alto,aeolian,breath_tone,26,904.4,1313.5,1668.8,1938.0,2250.2,2745.5,-30.52,-29.28,-28.43,-27.12,-27.24,-30.97,922.6,204.5,818.3,990.5,1318.1,241.1,1184.3,1464.3,1673.4,317.4,1442.7,1862.6,1994.7,391.3,2366.6,423.9,2819.2,630.4,0.335,0.27,0.0,6.987,0.001
Saxophone alto,backwards,other,31,538.3,1248.9,1755.0,2325.6,2734.7,3046.9,-18.91,-14.80,-12.63,-12.16,-13.22,-13.90,580.0,274.3,355.3,829.0,1204.8,392.8,796.7,1496.6,1709.8,442.5,1302.8,2056.4,2266.2,544.7,2769.1,662.0,3344.2,899.2,0.239,0.175,0.0,11.762,0.008
Saxophone alto,bisbigliando,bisbigliando,29,430.7,796.7,1248.9,1571.9,2174.9,2476.3,-14.79,-10.38,-16.54,-18.76,-20.25,-21.46,458.1,202.3,301.5,592.2,902.9,378.7,592.2,1109.0,1386.7,537.0,979.8,1668.8,1866.3,699.9,2346.0,760.3,2720.5,685.1,0.345,0.0,0.0,30.675,0.005
Saxophone alto,blow_without_reed,other,1,979.8,1410.4,1851.9,2368.7,2691.7,3014.6,-41.14,-36.61,-36.45,-38.56,-40.93,-40.83,979.8,0.0,979.8,979.8,1410.4,0.0,1410.4,1410.4,1851.9,0.0,1851.9,1851.9,2368.7,0.0,2691.7,0.0,3014.6,0.0,0.0,0.25,0.0,8.005,0.0
Saxophone alto,chromatic_scale,other,2,473.7,796.7,1227.4,1528.9,2357.9,2670.1,0.64,7.06,-8.09,-9.72,-8.88,-10.37,366.1,107.7,258.4,473.7,646.0,150.7,495.3,796.7,995.9,231.5,764.4,1227.4,1388.9,140.0,1986.4,371.4,2643.2,26.9,0.352,0.0,0.0,20.74,0.001
Saxophone alto,crescendo,crescendo,31,376.8,850.6,1324.3,1733.4,2002.6,2562.5,-27.59,-28.09,-27.00,-27.35,-28.41,-28.56,425.8,208.5,215.3,592.2,924.5,395.3,559.9,1248.9,1388.2,425.8,1055.1,1636.5,1782.0,551.0,2254.7,699.5,2769.8,837.0,0.337,0.032,0.0,18.889,0.005
Saxophone alto,crescendo_to_decrescendo,crescendo,31,376.8,742.9,1173.6,1550.4,2121.0,2594.8,-28.55,-32.28,-31.42,-32.63,-33.38,-33.73,409.5,192.1,215.3,559.9,844.3,357.3,506.0,1119.7,1338.5,475.2,990.5,1658.1,1828.9,585.1,2301.6,669.2,2711.0,679.8,0.362,0.0,0.0,29.64,0.006
Saxophone alto,decrescendo,crescendo,31,344.5,893.6,1313.5,1851.9,2217.9,2734.7,-22.26,-24.28,-22.73,-23.82,-22.54,-24.81,412.3,221.5,215.3,559.9,951.6,412.9,559.9,1313.5,1445.5,494.7,1076.7,1884.2,1930.0,589.3,2389.8,714.4,3030.3,902.1,0.318,0.0,0.0,23.107,0.006
Saxophone alto,discolored_fingering,other,12,183.0,473.7,969.0,1227.4,2013.4,2078.0,-20.54,-30.59,-42.82,-45.60,-45.83,-46.10,188.4,25.8,172.3,193.8,535.6,156.8,452.2,559.9,1040.8,303.7,861.3,1205.9,1509.3,430.6,1901.4,462.0,2275.3,272.4,0.561,0.0,0.0,89.75,0.001
Saxophone alto,double_tonguing,tonguing,33,355.3,710.6,1173.6,1647.3,2293.3,2584.0,-20.26,-19.98,-18.57,-19.31,-17.82,-18.83,416.3,204.2,236.9,559.9,850.6,391.1,516.8,1119.7,1334.7,526.5,936.7,1668.8,1830.0,640.2,2392.8,739.3,2974.8,889.7,0.344,0.0,0.5,28.765,0.006
Saxophone alto,exploding_slap_pitched,slap,3,559.9,1195.1,1475.0,1787.3,2088.7,2347.1,7.27,20.64,14.27,12.28,7.55,2.83,559.9,272.5,226.1,893.6,1112.5,124.4,936.7,1205.9,1453.5,159.0,1248.9,1636.5,1729.8,138.0,2042.1,148.8,2508.6,424.4,0.122,0.07,1.0,17.0,0.002
Saxophone alto,flatterzunge,flutter,33,398.4,829.0,1216.6,1884.2,2390.2,3133.1,-11.65,-10.13,-8.71,-9.87,-7.75,-8.33,446.0,239.1,226.1,635.2,894.3,391.4,484.5,1248.9,1310.9,487.2,796.7,1668.8,1869.5,595.6,2423.5,607.6,3021.2,629.9,0.291,0.033,0.0,18.854,0.004
Saxophone alto,flatterzunge_to_ordinario,ordinario,33,366.1,667.5,1098.2,1388.9,2078.0,2724.0,-13.79,-14.55,-12.12,-11.20,-18.14,-15.67,417.9,205.2,226.1,549.1,883.8,430.4,527.6,1238.2,1266.5,468.2,893.6,1550.4,1719.7,605.9,2207.5,652.0,2789.2,684.1,0.342,0.0,0.0,28.273,0.004
Saxophone alto,glissando,glissando,30,355.3,710.6,1087.4,1711.9,2045.7,2530.2,-6.98,-19.06,-15.04,-21.48,-21.88,-25.46,349.6,34.9,312.2,376.8,707.4,82.7,656.8,742.9,1156.0,200.5,1012.1,1292.0,1682.8,286.1,2066.8,271.8,2577.2,384.0,0.598,0.0,0.5,24.743,0.007
Saxophone alto,harmonic_fingering,harmonics,9,484.5,1270.5,2013.4,2282.5,2637.8,3208.4,-53.40,-59.94,-57.44,-55.24,-56.18,-56.67,776.4,555.8,409.1,850.6,1356.6,594.6,882.9,1711.9,1987.0,540.9,1808.8,2121.0,2519.4,492.2,2891.4,487.5,3482.4,355.0,0.134,0.0,0.0,21.414,0.001
Saxophone alto,harmonics_glissando,harmonics,1,387.6,742.9,1873.4,2142.6,2691.7,3369.9,-48.13,-49.74,-46.32,-45.42,-48.37,-46.32,387.6,0.0,387.6,387.6,742.9,0.0,742.9,742.9,1873.4,0.0,1873.4,1873.4,2142.6,0.0,2691.7,0.0,3369.9,0.0,0.0,0.28,0.5,6.518,0.001
Saxophone alto,key_click,key_click,12,258.4,559.9,915.2,1292.0,1679.6,2282.5,-11.27,-12.10,-13.59,-19.79,-22.53,-24.07,262.0,42.2,226.1,301.5,554.5,86.9,516.8,570.6,945.7,153.1,861.3,990.5,1325.2,255.5,1720.0,281.6,2734.7,1297.4,0.536,0.324,1.0,4.287,0.001
Saxophone alto,kiss,other,1,559.9,1076.7,1399.7,1668.8,2013.4,2271.8,14.73,10.50,3.61,5.57,3.15,0.46,559.9,0.0,559.9,559.9,1076.7,0.0,1076.7,1076.7,1399.7,0.0,1399.7,1399.7,1668.8,0.0,2013.4,0.0,2271.8,0.0,0.0,0.225,0.0,9.257,0.001
Saxophone alto,move_bell_from_down_to_up,other,6,559.9,1119.7,1668.8,2217.9,2777.8,3337.6,-21.66,-35.95,-34.59,-39.49,-39.42,-43.89,455.8,297.4,204.6,559.9,1004.9,604.7,516.8,1119.7,1478.6,622.1,882.9,1668.8,1984.6,646.5,2420.7,678.1,2989.5,777.0,0.117,0.0,0.0,42.349,0.006
Saxophone alto,move_bell_from_left_to_right,other,6,549.1,1119.7,1668.8,2217.9,2767.0,3326.9,-25.30,-39.55,-37.55,-41.82,-40.00,-44.08,653.2,703.0,204.6,559.9,1092.8,765.7,559.9,1119.7,1528.9,721.4,893.6,1668.8,1952.3,768.1,2549.9,931.2,2968.0,933.3,0.113,0.0,0.0,32.62,0.005
Saxophone alto,multiphonics,multiphonic,47,409.1,753.7,1324.3,1819.6,2153.3,2508.6,-20.62,-19.11,-19.53,-25.41,-21.63,-21.49,468.7,189.5,333.8,635.2,843.9,276.4,656.8,1044.4,1307.1,354.8,990.5,1647.3,1765.5,298.1,2126.4,288.1,2499.0,219.0,0.366,0.0,0.0,51.459,0.014
Saxophone alto,ordinario,ordinario,99,398.4,829.0,1302.8,1798.0,2368.7,2756.2,-28.09,-29.83,-32.84,-34.20,-30.98,-32.18,438.9,231.3,215.3,592.2,1012.4,526.4,559.9,1399.7,1460.9,601.4,969.0,1873.4,1909.8,675.7,2475.7,823.2,3106.2,1030.8,0.303,0.0,0.0,68.155,0.005
Saxophone alto,ordinario_high_register,ordinario,42,1388.9,2357.9,3509.9,3757.5,4166.7,5006.5,-42.54,-40.19,-43.90,-41.59,-49.64,-48.20,1398.1,323.8,1109.0,1668.8,2548.1,625.8,2088.7,2939.3,3581.2,1081.7,2670.1,4199.0,4122.1,1184.5,4397.2,897.5,4993.7,588.7,0.2,0.0,0.0,41.867,0.006
Saxophone alto,ordinario_quartertones,ordinario,87,409.1,850.6,1324.3,1970.3,2422.5,2820.8,-30.64,-33.33,-34.49,-34.34,-34.57,-36.17,442.9,211.8,269.2,602.9,923.7,384.2,613.7,1227.4,1419.0,500.7,990.5,1830.3,1884.4,557.5,2398.0,600.3,2926.6,728.6,0.332,0.0,0.0,55.735,0.006
Saxophone alto,ordinario_to_flatterzunge,ordinario,31,355.3,775.2,1259.7,1733.4,2099.5,2465.6,-15.83,-11.56,-10.36,-12.43,-13.83,-12.70,459.8,259.7,226.1,667.5,920.0,358.7,624.5,1302.8,1350.0,413.2,1001.3,1711.9,1793.5,479.0,2212.7,564.7,2690.3,649.3,0.26,0.0,0.0,24.776,0.004
Saxophone alto,play_and_sing_glissando,glissando,2,236.9,506.0,1927.2,,,,-1.91,-6.81,-31.74,,,,226.1,10.8,215.3,236.9,500.6,5.4,495.3,506.0,1518.1,409.1,1109.0,1927.2,,,,,,,0.498,0.0,0.5,38.69,0.0
Saxophone alto,play_and_sing_min_second_up,other,3,215.3,538.3,893.6,1248.9,1819.6,2067.2,-21.00,-16.98,-24.89,-35.06,-38.65,-31.95,229.7,36.6,193.8,279.9,509.6,64.8,419.9,570.6,1256.1,535.6,861.3,2013.4,1604.2,572.4,2009.8,582.7,2523.0,907.5,0.476,0.0,0.0,30.976,0.009
Saxophone alto,play_and_sing_unison,other,11,193.8,463.0,925.9,1238.2,2013.4,2325.6,-25.54,-30.11,-42.13,-44.36,-44.83,-46.42,194.8,32.6,172.3,193.8,508.0,148.8,441.4,495.3,1108.0,433.1,839.8,1087.4,1412.4,439.3,2011.4,398.7,2405.3,560.3,0.546,0.0,0.0,46.134,0.001
Saxophone alto,sforzato,other,31,387.6,1152.0,1647.3,2078.0,2497.9,2960.8,-22.24,-20.22,-18.82,-18.31,-17.88,-19.59,440.0,219.6,236.9,581.4,1069.7,428.0,742.9,1378.1,1638.6,483.6,1292.0,1970.3,2143.6,575.0,2627.1,699.3,3274.8,953.5,0.321,0.167,0.0,12.134,0.006
Saxophone alto,slap_pitched,slap,46,333.8,861.3,1248.9,1690.4,2261.0,2799.3,-2.53,-3.27,-4.51,-5.77,-4.06,-5.43,383.4,155.4,279.9,441.4,845.6,324.8,527.6,990.5,1272.8,366.3,958.2,1496.6,1715.4,435.3,2219.8,444.3,2731.9,409.3,0.417,0.017,1.0,19.665,0.002
Saxophone alto,slap_unpitched,slap,3,290.7,581.4,925.9,1238.2,1744.2,2088.7,-12.37,-10.93,-11.56,-12.04,-15.50,-15.52,265.6,43.4,204.6,301.5,588.6,26.9,559.9,624.5,1040.8,170.1,915.2,1281.2,1392.5,225.9,1812.4,272.4,2307.6,324.9,0.466,0.096,1.0,15.701,0.001
Saxophone alto,staccato,staccato,31,624.5,1281.2,1679.6,2056.4,2357.9,2928.5,-10.81,-7.92,-6.36,-3.95,-3.89,-6.60,660.2,271.4,430.7,742.9,1265.9,324.2,1012.1,1550.4,1733.4,344.9,1485.8,2045.7,2173.5,449.8,2622.5,525.0,3207.8,754.0,0.243,0.099,0.5,15.575,0.008
Saxophone alto,trill_major_second_up,trill,33,376.8,742.9,1259.7,1851.9,2336.4,2810.1,-9.41,-3.43,-5.25,-11.09,-8.22,-12.26,448.0,211.7,258.4,592.2,918.8,417.2,581.4,1227.4,1438.2,558.2,990.5,1701.1,1942.2,613.1,2366.0,546.2,2900.9,549.2,0.333,0.0,0.0,24.236,0.004
Saxophone alto,trill_minor_second_up,trill,32,473.7,958.2,1335.1,1916.5,2390.2,2756.2,-15.60,-10.07,-7.51,-12.36,-11.20,-12.74,509.4,239.7,312.2,646.0,1005.3,375.4,721.4,1345.8,1502.3,503.9,1130.5,1927.2,2024.8,669.3,2542.7,837.0,2808.9,553.6,0.291,0.0,0.0,24.195,0.005
Trombone ténor,brassy,brassy,31,495.3,786.0,1270.5,1561.2,1862.6,2357.9,-5.73,-1.51,-2.67,-4.23,-4.03,-5.62,505.0,111.6,473.7,506.0,838.8,143.1,775.2,829.0,1243.0,148.2,1173.6,1313.5,1558.0,157.6,1951.2,487.5,2511.4,779.4,0.483,0.232,0.0,8.884,0.003
Trombone ténor,brassy_to_ordinario,ordinario,8,484.5,786.0,1259.7,1561.2,1884.2,2637.8,0.91,4.20,3.93,-0.59,-3.39,-2.70,477.8,102.1,473.7,506.0,784.6,111.3,786.0,818.3,1193.7,144.0,1248.9,1281.2,1496.6,177.4,1870.7,173.3,2457.5,273.6,0.425,0.218,0.0,9.612,0.003
Trombone ténor,chromatic_scale,other,1,226.1,484.5,775.2,1001.3,1571.9,,-5.78,9.86,1.85,-1.75,-12.15,,226.1,0.0,226.1,226.1,484.5,0.0,484.5,484.5,775.2,0.0,775.2,775.2,1001.3,0.0,1571.9,0.0,,,0.0,0.0,0.0,47.817,0.0
Trombone ténor,crescendo,crescendo,33,226.1,506.0,807.5,1281.2,1808.8,2174.9,-11.00,-2.10,0.28,-4.16,-9.73,-11.92,305.1,118.8,215.3,387.6,595.1,135.4,484.5,732.1,915.5,186.2,775.2,1065.9,1295.9,214.1,1758.2,302.8,2270.4,408.7,0.472,0.0,0.0,23.702,0.003
Trombone ténor,crescendo_to_decrescendo,crescendo,37,226.1,495.3,764.4,1475.0,1776.5,2121.0,-16.96,-8.49,-8.51,-24.19,-29.02,-34.38,267.4,86.4,215.3,301.5,559.9,127.7,473.7,592.2,884.0,243.8,742.9,936.7,1512.3,408.2,1769.5,282.6,2124.9,353.7,0.52,0.0,0.0,155.846,0.002
Trombone ténor,decrescendo,crescendo,33,495.3,775.2,1109.0,1399.7,1819.6,2142.6,-0.76,2.74,-0.83,-2.03,-4.35,-5.76,417.9,129.0,247.6,506.0,711.2,142.1,527.6,807.5,1071.8,211.1,839.8,1270.5,1424.8,174.7,1808.5,195.0,2191.8,250.9,0.457,0.14,0.0,13.527,0.004
Trombone ténor,flatterzunge,flutter,105,236.9,516.8,786.0,1292.0,1604.2,2099.5,-2.55,8.42,8.18,0.92,-3.23,-11.40,315.6,129.7,215.3,430.7,625.9,170.1,495.3,742.9,940.4,245.7,753.7,1087.4,1364.1,296.5,1727.6,365.6,2164.5,463.9,0.455,0.0,0.0,57.915,0.002
Trombone ténor,flatterzunge_no_mouthpiece,flutter,4,592.2,1173.6,1755.0,2217.9,2896.2,3337.6,15.97,9.25,-2.23,-8.81,-18.28,-20.72,570.6,22.8,559.9,592.2,1144.0,41.3,1109.0,1195.1,1706.5,55.2,1668.8,1765.7,2253.8,58.5,2831.6,64.6,3337.6,0.0,0.509,0.0,0.0,29.636,0.001
Trombone ténor,flatterzunge_to_ordinario,ordinario,33,226.1,516.8,775.2,1292.0,1636.5,1970.3,-7.82,-0.23,-0.67,-11.49,-21.20,-30.09,264.3,84.4,204.6,290.7,571.3,120.3,495.3,581.4,883.2,197.2,742.9,990.5,1367.4,220.5,1779.2,331.3,2165.6,415.5,0.523,0.0,0.0,111.448,0.001
Trombone ténor,glissando,glissando,30,215.3,484.5,742.9,1270.5,1281.2,,-14.32,-7.13,-9.01,-28.27,-28.39,,210.3,8.7,204.6,215.3,487.4,9.2,484.5,495.3,738.2,11.4,732.1,742.9,1234.8,202.3,1343.1,107.2,,,0.637,0.0,0.5,304.131,0.0
Trombone ténor,note_lasting,other,34,226.1,495.3,786.0,1313.5,1647.3,2099.5,-13.97,-5.57,-4.71,-14.88,-19.85,-26.97,273.6,90.8,215.3,312.2,559.9,114.0,484.5,624.5,865.1,170.7,753.7,925.9,1375.0,221.7,1659.1,244.1,2027.7,277.2,0.514,0.0,0.0,114.361,0.003
Trombone ténor,ordinario,ordinario,117,236.9,506.0,775.2,1281.2,1744.2,1970.3,-16.65,-7.98,-8.18,-18.09,-25.41,-27.49,308.3,123.4,215.3,430.7,614.3,173.0,484.5,764.4,946.2,251.5,742.9,1109.0,1370.9,311.5,1805.7,395.8,2092.4,384.8,0.465,0.0,0.0,91.233,0.003
Trombone ténor,ordinario_no_mouthpiece,ordinario,10,624.5,915.2,1248.9,1636.5,1959.5,2627.1,-4.70,-17.87,-15.83,-26.23,-27.41,-30.70,622.3,57.3,581.4,667.5,930.2,74.2,872.1,979.8,1242.5,99.4,1173.6,1313.5,1622.5,185.2,1991.8,302.5,2617.4,334.3,0.504,0.0,0.0,25.363,0.002
Trombone ténor,ordinario_to_brassy,ordinario,29,495.3,796.7,1238.2,1561.2,1851.9,2401.0,-0.18,3.84,1.01,-0.78,-1.72,-3.38,500.1,94.4,484.5,516.8,808.6,109.3,764.4,839.8,1186.6,154.0,1076.7,1302.8,1521.8,177.4,1889.7,268.3,2412.5,478.0,0.507,0.257,0.0,7.63,0.004
Trombone ténor,ordinario_to_flatterzunge,ordinario,29,215.3,506.0,764.4,1302.8,1561.2,1862.6,-8.49,-2.43,-2.95,-16.20,-22.95,-31.93,245.8,64.5,204.6,269.2,539.1,83.0,484.5,549.1,827.2,118.5,753.7,872.1,1277.4,139.2,1534.2,131.8,1837.5,160.3,0.551,0.0,0.0,158.185,0.001
Trombone ténor,pedal_tone,other,22,236.9,495.3,742.9,1259.7,1550.4,2131.8,-2.19,3.17,2.88,-8.89,-15.38,-25.48,301.5,111.7,226.1,409.1,573.2,118.6,484.5,732.1,862.0,294.4,732.1,764.4,1498.7,452.6,1630.4,207.8,2094.1,411.7,0.465,0.0,0.0,129.112,0.0
Trombone ténor,sforzato,other,66,484.5,764.4,1076.7,1464.3,1830.3,2174.9,0.41,3.87,0.61,-1.76,-3.73,-5.81,416.8,117.5,301.5,506.0,708.3,124.6,592.2,786.0,1074.7,195.1,882.9,1259.7,1431.1,221.9,1795.7,266.3,2247.6,353.2,0.474,0.001,0.0,20.452,0.004
Trombone ténor,slap_pitched,slap,12,193.8,506.0,764.4,1313.5,2131.8,2153.3,6.85,6.02,3.05,-11.32,-24.65,-24.82,217.1,68.6,193.8,204.6,541.9,99.6,495.3,538.3,894.5,272.4,742.9,1098.2,1422.2,323.3,1974.3,228.5,1997.2,156.1,0.496,0.0,1.0,29.899,0.001
Trombone ténor,staccato,staccato,37,226.1,495.3,775.2,1292.0,1862.6,2174.9,-10.27,0.06,1.52,-8.38,-18.83,-23.57,263.3,74.4,215.3,279.9,553.5,116.5,484.5,559.9,853.2,166.1,753.7,850.6,1349.3,317.1,1934.8,350.1,2203.2,338.4,0.538,0.0,0.5,75.528,0.002
Trombone+sourdine cup,flatterzunge,flutter,31,452.2,893.6,1302.8,1679.6,2013.4,2174.9,-23.92,-10.86,-11.60,-25.12,-26.94,-25.64,433.8,202.7,323.0,516.8,844.3,229.6,635.2,990.5,1215.9,207.3,1001.3,1345.8,1577.8,230.7,2002.6,337.4,2537.8,597.5,0.346,0.0,0.0,54.496,0.003
Trombone+sourdine cup,ordinario,ordinario,31,366.1,764.4,1012.1,1335.1,1744.2,2153.3,-44.87,-32.91,-29.24,-35.94,-48.09,-47.43,330.6,202.0,118.4,473.7,755.7,218.1,538.3,958.2,1112.4,209.6,979.8,1302.8,1459.7,273.1,1888.0,435.7,2482.3,819.9,0.347,0.0,0.0,63.414,0.003
Trombone+sourdine harmon,flatterzunge,flutter,31,161.5,441.4,1044.4,1302.8,2939.3,3219.2,-11.19,-22.96,-19.43,-30.12,-28.76,-30.64,197.6,85.2,161.5,172.3,518.2,176.7,430.7,463.0,1032.6,284.6,947.5,1087.4,1696.9,740.7,2469.5,791.5,3297.6,351.3,0.522,0.0,0.0,27.448,0.003
Trombone+sourdine harmon,ordinario,ordinario,35,161.5,441.4,1044.4,1851.9,3046.9,3757.5,-26.21,-38.09,-35.65,-54.11,-47.61,-49.18,207.9,96.1,150.7,258.4,543.3,207.9,419.9,624.5,1048.2,354.8,969.0,1055.1,2011.8,856.3,2933.9,504.5,3491.6,339.3,0.506,0.0,0.0,36.296,0.002
Trombone+sourdine sèche,flatterzunge,flutter,31,247.6,559.9,872.1,1313.5,1991.8,2368.7,-16.89,-5.66,-7.92,-14.77,-24.86,-27.88,289.7,100.8,204.6,344.5,619.6,116.7,549.1,656.8,987.1,179.5,850.6,1184.3,1447.4,240.6,1882.3,253.0,2233.2,278.7,0.499,0.0,0.0,68.138,0.002
Trombone+sourdine sèche,ordinario,ordinario,31,226.1,559.9,1238.2,1658.1,2013.4,2217.9,-35.22,-23.92,-35.06,-44.15,-43.95,-47.30,303.9,134.2,204.6,409.1,678.6,245.4,527.6,786.0,1222.7,371.5,882.9,1679.6,1623.4,369.8,1959.5,340.9,2215.7,281.5,0.449,0.0,0.0,89.828,0.002
Trombone+sourdine wah,closed_to_open,other,31,312.2,667.5,947.5,1313.5,1647.3,2142.6,-48.52,-33.28,-33.06,-44.30,-55.06,-56.37,319.9,204.9,118.4,473.7,702.7,243.8,516.8,796.7,1045.5,320.7,775.2,1248.9,1414.3,358.8,1848.7,440.1,2318.0,720.3,0.343,0.0,0.0,85.52,0.002
Trombone+sourdine wah,flatterzunge_closed,flutter,31,204.6,495.3,1001.3,1539.6,1884.2,2271.8,-33.57,-27.13,-35.40,-33.30,-45.44,-50.46,262.2,135.8,150.7,376.8,604.3,182.0,473.7,742.9,1040.9,233.7,915.2,1119.7,1447.9,261.2,1883.2,354.9,2247.3,468.1,0.446,0.0,0.0,31.739,0.002
Trombone+sourdine wah,flatterzunge_open,flutter,30,247.6,538.3,904.4,1302.8,1905.7,2164.1,-20.69,-10.89,-7.63,-7.64,-21.60,-28.54,310.8,129.5,215.3,430.7,634.5,150.6,516.8,796.7,1006.0,175.3,882.9,1195.1,1414.0,235.0,1806.6,272.3,2157.4,294.1,0.456,0.0,0.0,69.314,0.002
Trombone+sourdine wah,open_to_closed,other,31,344.5,753.7,1044.4,1302.8,2088.7,2131.8,-46.21,-27.84,-32.81,-38.42,-52.16,-51.76,343.5,228.2,129.2,473.7,768.2,292.6,516.8,818.3,1207.2,440.0,839.8,1345.8,1479.3,370.2,1965.5,406.5,2433.3,699.2,0.308,0.0,0.0,95.624,0.002
Trombone+sourdine wah,ordinario_closed,ordinario,31,398.4,721.4,1012.1,1324.3,1593.5,2228.7,-44.01,-51.21,-53.60,-60.89,-57.86,-68.04,326.8,145.4,129.2,452.2,693.9,188.1,484.5,807.5,1054.1,284.8,753.7,1259.7,1382.5,341.9,1801.9,403.7,2311.6,664.9,0.432,0.0,0.0,24.506,0.002
Trombone+sourdine wah,ordinario_open,ordinario,31,226.1,538.3,882.9,1270.5,1561.2,1959.5,-38.94,-30.54,-27.44,-30.78,-36.13,-44.74,283.4,127.6,183.0,376.8,618.9,154.5,495.3,742.9,982.2,248.0,829.0,1109.0,1396.5,240.9,1746.6,282.1,2115.5,299.3,0.459,0.0,0.0,102.068,0.003
Trompette en Ut,brassy,brassy,31,1765.7,2939.3,3768.3,4382.0,4984.9,5598.6,-10.94,-9.55,-6.84,-4.01,-3.56,-4.21,2011.6,823.1,1388.9,2691.7,2922.6,750.5,2304.1,3692.9,3646.8,596.8,3133.1,4166.7,4255.2,510.1,4916.9,411.6,5532.3,419.4,0.2,0.349,0.0,3.057,0.004
